z_m,phi_V,E_C_J,E_V_J,n_m3,p_m3
4.575000000000000137e-07,-1.091463217637676619e+00,-4.739383135830458513e-19,-6.540862943522765312e-19,2.466259262112529826e-01,8.186996808123002680e+33
4.599999999999999898e-07,-1.079501313097736892e+00,-4.758548219782488203e-19,-6.560028027474795966e-19,2.466259262112529826e-01,5.154344822480799950e+33
4.625000000000000188e-07,-1.067056098510261508e+00,-4.778487651799657134e-19,-6.579967459491964896e-19,2.466259262112529826e-01,3.184953278948046196e+33
4.649999999999999948e-07,-1.054127573875250912e+00,-4.799201431881964342e-19,-6.600681239574272105e-19,2.466259262112529826e-01,1.931583163158810290e+33
4.675000000000000238e-07,-1.040715739192704659e+00,-4.820689560029410790e-19,-6.622169367721718553e-19,2.466259262112529826e-01,1.149752877014725060e+33
4.699999999999999999e-07,-1.026820594462623193e+00,-4.842952036241995516e-19,-6.644431843934303279e-19,2.466259262112529826e-01,6.717015451585322066e+32
4.725000000000000289e-07,-1.012442139685005849e+00,-4.865988860519719483e-19,-6.667468668212027245e-19,2.466259262112529826e-01,3.851491451292150944e+32
4.750000000000000050e-07,-9.975803748598531806e-01,-4.889800032862581727e-19,-6.691279840554890452e-19,2.466259262112529826e-01,2.167515828843613410e+32
4.774999999999999810e-07,-9.822352999871654111e-01,-4.914385553270583211e-19,-6.715865360962890973e-19,3.194304942801220459e-01,1.197226622837893647e+32
4.800000000000000630e-07,-9.664069150669415409e-01,-4.939745421743723935e-19,-6.741225229436031698e-19,5.892255045132958058e-01,6.490396104193078260e+31
4.825000000000000390e-07,-9.500952200991826802e-01,-4.965879638282002937e-19,-6.767359445974309737e-19,1.107403653060683224e+00,3.453399226573468978e+31
4.850000000000000151e-07,-9.333002150838883848e-01,-4.992788202885419254e-19,-6.794268010577727979e-19,2.120555376335733655e+00,1.803445909341218990e+31
4.874999999999999912e-07,-9.160219000210586549e-01,-5.020471115553975774e-19,-6.821950923246283536e-19,4.137257347556059450e+00,9.243579979967612137e+30
4.899999999999999672e-07,-8.982602749106933793e-01,-5.048928376287670571e-19,-6.850408183979978334e-19,8.224219731977717274e+00,4.650054404692630321e+30
4.925000000000000492e-07,-8.800153397527918919e-01,-5.078159985086505572e-19,-6.879639792778813334e-19,1.665697468911911727e+01,2.295919271272271238e+30
4.950000000000000252e-07,-8.612870945473557471e-01,-5.108165941950477887e-19,-6.909645749642785649e-19,3.437294933611767789e+01,1.112592021588867554e+30
4.975000000000000013e-07,-8.420755392943840567e-01,-5.138946246879588479e-19,-6.940426054571897205e-19,7.226977814276430934e+01,5.291709781410336159e+29
4.999999999999999774e-07,0.000000000000000000e+00,-6.488099999999999974e-19,-8.289579807692307736e-19,1.012052788849219000e+16,3.778762294932102500e+15
5.025125628140703365e-07,1.979261402377308077e-02,-6.519811263714669876e-19,-8.321291071406977638e-19,2.176228268086444000e+16,1.757309642130060000e+15
5.050251256281406956e-07,3.909704840810718229e-02,-6.550740377417835816e-19,-8.352220185110143578e-19,4.592029523067241600e+16,8.328140966371343750e+14
5.075376884422110547e-07,5.791330315300251969e-02,-6.580887341109498757e-19,-8.382367148801806520e-19,9.508321083870294400e+16,4.022063290933418125e+14
5.100502512562814137e-07,7.624137825845900274e-02,-6.610252154789658699e-19,-8.411731962481966462e-19,1.931976988063974720e+17,1.979478504460153750e+14
5.125628140703517728e-07,9.408127372447655512e-02,-6.638834818458314680e-19,-8.440314626150622443e-19,3.852112858512554240e+17,9.927816394405964062e+13
5.150753768844221319e-07,1.114329895510552393e-01,-6.666635332115466699e-19,-8.468115139807774462e-19,7.536938974336430080e+17,5.074085025772695312e+13
5.175879396984924910e-07,1.282965257381951107e-01,-6.693653695761115719e-19,-8.495133503453423482e-19,1.447071326748265216e+18,2.642790889636346484e+13
5.201005025125627442e-07,1.446718822858953923e-01,-6.719889909395259815e-19,-8.521369717087567577e-19,2.726363887189434368e+18,1.402713312391592578e+13
5.226130653266331033e-07,1.605590591941574163e-01,-6.745343973017901874e-19,-8.546823780710209637e-19,5.040535130180248576e+18,7.587104980354627930e+12
5.251256281407034624e-07,1.759580564629807387e-01,-6.770015886629039972e-19,-8.571495694321347735e-19,9.144677925719085056e+18,4.182002854609645996e+12
5.276381909547738215e-07,1.908688740923650262e-01,-6.793905650228675071e-19,-8.595385457920982834e-19,1.628017712713353011e+19,2.349057316219539551e+12
5.301507537688441806e-07,2.052915120823106121e-01,-6.817013263816807171e-19,-8.618493071509113971e-19,2.844125656407093248e+19,1.344633599563084717e+12
5.326633165829145397e-07,2.192259704328171910e-01,-6.839338727393434347e-19,-8.640818535085742109e-19,4.875704509399999283e+19,7.843598625821807861e+11
5.351758793969848988e-07,2.326722491438849294e-01,-6.860882040958558523e-19,-8.662361848650866286e-19,8.202097317477407130e+19,4.662596371339437866e+11
5.376884422110552579e-07,2.456303482155138274e-01,-6.881643204512179701e-19,-8.683123012204487464e-19,1.353977356116769341e+20,2.824498431755526733e+11
5.402010050251256170e-07,2.581002676477038293e-01,-6.901622218054296917e-19,-8.703102025746604680e-19,2.193293884547639869e+20,1.743636338899952698e+11
5.427135678391959761e-07,2.700820074404550186e-01,-6.920819081584911134e-19,-8.722298889277218897e-19,3.486431984518143672e+20,1.096911379876766205e+11
5.452261306532663352e-07,2.815755675937671731e-01,-6.939233795104021390e-19,-8.740713602796328189e-19,5.438316881337789317e+20,7.032151679332884216e+10
5.477386934673366943e-07,2.925809481076406260e-01,-6.956866358611628646e-19,-8.758346166303936409e-19,8.324281630737960796e+20,4.594158497548661041e+10
5.502512562814070534e-07,3.030981489820751551e-01,-6.973716772107731941e-19,-8.775196579800039704e-19,1.250339534877077537e+21,3.058614730086327362e+10
5.527638190954773066e-07,3.131271702170704274e-01,-6.989785035592331274e-19,-8.791264843284638074e-19,1.842926881998860714e+21,2.075126775966558838e+10
5.552763819095476657e-07,3.226680118126272201e-01,-7.005071149065427609e-19,-8.806550956757735371e-19,2.665552185391692382e+21,1.434714705621995926e+10
5.577889447236180248e-07,3.317206737687452001e-01,-7.019575112527019981e-19,-8.821054920219327744e-19,3.783251534681135907e+21,1.010851878054316711e+10
5.603015075376883839e-07,3.402851560854242563e-01,-7.033296925977109355e-19,-8.834776733669417118e-19,5.269169719829508129e+21,7.257892841432439804e+09
5.628140703517587430e-07,3.483614587626643888e-01,-7.046236589415695730e-19,-8.847716397108003493e-19,7.201419343474046534e+21,5.310490524968382835e+09
5.653266331658291021e-07,3.559495818004657086e-01,-7.058394102842778143e-19,-8.859873910535084943e-19,9.658128012970437902e+21,3.959677189874173164e+09
5.678391959798994612e-07,3.630495251988282157e-01,-7.069769466258356595e-19,-8.871249273950665320e-19,1.271062063844812653e+22,3.008749161638995171e+09
5.703517587939698202e-07,3.696612889577517991e-01,-7.080362679662432047e-19,-8.881842487354740773e-19,1.641494755352695013e+22,2.329771025166938305e+09
5.728643216080401793e-07,3.757848730772364587e-01,-7.090173743055003538e-19,-8.891653550747311301e-19,2.080229184569149384e+22,1.838406531045937538e+09
5.753768844221105384e-07,3.814202775572823056e-01,-7.099202656436072030e-19,-8.900682464128380755e-19,2.586912942098035717e+22,1.478328418691441774e+09
5.778894472361808975e-07,3.865675023978893399e-01,-7.107449419805637523e-19,-8.908929227497945286e-19,3.156831381097832199e+22,1.211438451189731836e+09
5.804020100502512566e-07,3.912265475990573393e-01,-7.114914033163698092e-19,-8.916393840856006817e-19,3.780244582553512785e+22,1.011655948568525553e+09
5.829145728643216157e-07,3.953974131607866371e-01,-7.121596496510256624e-19,-8.923076304202563424e-19,4.442090039174880874e+22,8.609251242675734758e+08
5.854271356783919748e-07,3.990800990830770112e-01,-7.127496809845310232e-19,-8.928976617537618958e-19,5.122167283100775822e+22,7.466189032133926153e+08
5.879396984924623339e-07,4.022746053659284615e-01,-7.132614973168861804e-19,-8.934094780861169567e-19,5.795876214243176586e+22,6.598324011106729507e+08
5.904522613065325871e-07,4.049809320093409881e-01,-7.136950986480908451e-19,-8.938430794173217177e-19,6.435516202098745357e+22,5.942502200114175081e+08
5.929648241206029462e-07,4.071990790133147020e-01,-7.140504849781452100e-19,-8.941984657473759862e-19,7.012076050258125337e+22,5.453886825490876436e+08
5.954773869346733053e-07,4.089290463778496032e-01,-7.143276563070492750e-19,-8.944756370762801475e-19,7.497367344361113020e+22,5.100866401938464642e+08
5.979899497487436644e-07,4.101708341029455807e-01,-7.145266126348029437e-19,-8.946745934040338163e-19,7.866289143914439691e+22,4.861640411403901577e+08
6.005025125628140235e-07,4.109244421886027454e-01,-7.146473539614063127e-19,-8.947953347306369926e-19,8.098973249477988162e+22,4.721965119752531052e+08
6.030150753768843826e-07,4.111898706348210975e-01,-7.146898802868592854e-19,-8.948378610560900616e-19,8.182555621882940568e+22,4.673731650239932537e+08
6.055276381909547417e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.080402010050251008e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.105527638190954599e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.130653266331658190e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.155778894472361781e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.180904522613065371e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.206030150753768962e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.231155778894471495e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.256281407035176144e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.281407035175878676e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.306532663316582267e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.331658291457285858e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.356783919597989449e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.381909547738693040e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.407035175879396631e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.432160804020100222e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.457286432160803813e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.482412060301507404e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.507537688442210995e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.532663316582914586e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.557788944723618177e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.582914572864321768e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.608040201005024300e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.633165829145728950e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.658291457286431482e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.683417085427135073e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.708542713567838664e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.733668341708542255e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.758793969849245845e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.783919597989949436e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.809045226130653027e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.834170854271356618e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.859296482412060209e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.884422110552763800e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.909547738693467391e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.934673366834169923e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.959798994974874573e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
6.984924623115577105e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.010050251256281755e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.035175879396984287e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.060301507537687878e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.085427135678391469e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.110552763819095060e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.135678391959798651e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.160804020100502242e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.185929648241205833e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.211055276381909424e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.236180904522613015e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.261306532663316605e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.286432160804020196e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.311557788944722729e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.336683417085427378e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.361809045226129910e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.386934673366834560e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.412060301507537092e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.437185929648240683e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.462311557788944274e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.487437185929647865e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.512562814070351456e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.537688442211055047e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.562814070351758638e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.587939698492462229e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.613065326633165820e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.638190954773868352e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.663316582914573002e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.688442211055275534e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.713567839195980184e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.738693467336682716e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.763819095477387365e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.788944723618089898e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.814070351758793489e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.839195979899497079e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.864321608040200670e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.889447236180904261e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.914572864321607852e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.939698492462311443e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.964824120603013975e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
7.989949748743718625e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.015075376884421157e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.040201005025125807e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.065326633165828339e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.090452261306532989e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.115577889447235521e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.140703517587939112e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.165829145728642703e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.190954773869346294e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.216080402010049885e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.241206030150753476e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.266331658291457067e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.291457286432160658e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.316582914572864249e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.341708542713566781e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.366834170854271430e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.391959798994973963e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.417085427135678612e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.442211055276381144e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.467336683417085794e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.492462311557788326e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.517587939698491917e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.542713567839195508e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.567839195979899099e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.592964824120602690e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.618090452261306281e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.643216080402009872e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.668341708542712404e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.693467336683417054e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.718592964824119586e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.743718592964824236e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.768844221105526768e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.793969849246231418e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.819095477386933950e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.844221105527637541e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.869346733668341132e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.894472361809044723e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.919597989949748313e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.944723618090451904e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.969849246231155495e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
8.994974874371859086e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.020100502512562677e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.045226130653265209e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.070351758793969859e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.095477386934672391e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.120603015075377041e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.145728643216079573e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.170854271356784223e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.195979899497486755e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.221105527638190346e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.246231155778893937e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.271356783919597528e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
